标题,链接,发布人,发布日期,附件名称,附件链接,附件下载量
关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/13635.htm,【质量办】,2024-08-25,附件3：2024-2025学年第一学期第一周课表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901502,693
关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/13635.htm,【质量办】,2024-08-25,附件4：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14901506,542
关于2024-2025学年第一学期学期选课补退选的通知,https://jwch.fzu.edu.cn/../info/1036/13634.htm,【教学运行】,2024-08-25,,,
关于开展2024年工程教育认证研讨培训的通知,https://jwch.fzu.edu.cn/../info/1040/13630.htm,【质量办】,2024-08-02,附件1：关于组织2024年工程教育认证研讨培训的通告.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14898472,673
关于开展2024年工程教育认证研讨培训的通知,https://jwch.fzu.edu.cn/../info/1040/13630.htm,【质量办】,2024-08-02,附件2：2024年工程教育认证研讨培训报名回执.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14898473,528
福州大学关于印发《福州大学本科生转专业管理实施办法》的通知,https://jwch.fzu.edu.cn/../info/1036/13629.htm,【教学运行】,2024-08-01,,,
关于转发《关于举办2024年福建省大学生人工智能创意赛暨昇腾AI创新大赛的通知》的通知,https://jwch.fzu.edu.cn/../info/1039/13628.htm,【实践科】,2024-07-10,附件：关于举办2024年福建省大学生人工智能创意赛暨昇腾AI创新大赛的通知.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14895469,1392
关于公布第十三届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/13617.htm,【实践科】,2024-07-06,,,
教务处关于2024年暑假用印安排的通知,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13626,【综合科】,2024-07-06,,,
关于公布福州大学2024届本科生优秀毕业设计（论文）名单的通知,https://jwch.fzu.edu.cn/../info/1039/13616.htm,【实践科】,2024-07-06,附件：福州大学2024届优秀本科生毕业设计（论文）名单.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14638795,3934
福州大学关于公布第八届 远志创业实验班学生名单的通知,https://jwch.fzu.edu.cn/../info/1037/13602.htm,【教研教改】,2024-07-01,,,
关于2024-2025学年第一学期辅修专业选课的通知,https://jwch.fzu.edu.cn/../info/1036/13601.htm,【教学运行】,2024-07-01,,,
友情提示,https://jwch.fzu.edu.cn/../info/1035/13592.htm,【综合科】,2024-06-29,,,
关于做好期末复习考试及下学期开学等工作的通知,https://jwch.fzu.edu.cn/../info/1036/13585.htm,【教学运行】,2024-06-26,,,
关于公布2024年第二十四届数学竞赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/13584.htm,【实践科】,2024-06-26,,,
关于公布第十五届企业经营模拟沙盘对抗赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/13583.htm,【实践科】,2024-06-26,,,
关于召开数字教材建设研讨会的通知,https://jwch.fzu.edu.cn/../info/1042/13582.htm,【教材中心】,2024-06-25,,,
关于核对2024-2025学年第一学期通识教育选修课开课信息的有关通知,https://jwch.fzu.edu.cn/../info/1038/13581.htm,【计划科】,2024-06-25,,,
关于转发福建省教育厅办公室《关于举办2024年本科高校课程思政骨干教师、研究生导师培训班的通知》的通知,https://jwch.fzu.edu.cn/../info/1037/13580.htm,【教研教改】,2024-06-21,,,
关于组织教师和学生参加人工智能赋能高等教育调查报告全国抽样调查问卷的通知,https://jwch.fzu.edu.cn/../info/1037/13579.htm,【教研教改】,2024-06-21,,,
关于2023-2024学年第二学期《大学物理A（上）》、《大学物理B（上）》、《大学物理C》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13578.htm,【教学运行】,2024-06-21,2302 大学物理A（上）、B（上）、C课期末考7.4.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14625019,769
关于2023-2024学年第二学期《大学英语（二）》、《大学英语（四）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13577.htm,【教学运行】,2024-06-20,2302 大学英语（二）、大学英语（四）课程期末考6.22上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14624676,663
关于2023-2024学年第二学期《英语专题》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13576.htm,【教学运行】,2024-06-20,2302 英语专题课期末考6.29.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14624645,728
关于2023-2024学年第二学期《工程制图A（下）》、《工程制图D》、《工程制图F》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13574.htm,【教学运行】,2024-06-19,2302 工程制图A（下）、D、F期末考6.30上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14624501,636
关于2024-2025学年第一学期本科生学期选课的通知,https://jwch.fzu.edu.cn/../info/1036/13569.htm,【教学运行】,2024-06-17,,,
关于2023-2024学年第二学期《大学英语（三）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13568.htm,【教学运行】,2024-06-17,2302 大学英语（三）期末考 6.23上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14623875,731
关于转发组织申报福建省高等教育学会2024年度高等教育科学研究实验室研究专项课题的通知,https://jwch.fzu.edu.cn/../info/1039/13565.htm,【实践科】,2024-06-14,附件1：关于组织申报福建高等教育学会2024年度高等教育科学研究实验室研究专项课题的通知（闽高会[2024]1号）.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14623545,702
关于转发组织申报福建省高等教育学会2024年度高等教育科学研究实验室研究专项课题的通知,https://jwch.fzu.edu.cn/../info/1039/13565.htm,【实践科】,2024-06-14,附件2：申报材料.zip,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14623544,613
关于2023-2024学年第二学期《高等数学A（中）》、《高等数学B（下）》、《高等数学C（下）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13563.htm,【教学运行】,2024-06-12,2302高等数学B（下）期末考 6.23下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622718,767
关于2023-2024学年第二学期《高等数学A（中）》、《高等数学B（下）》、《高等数学C（下）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13563.htm,【教学运行】,2024-06-12,2302 高等数学C（下）期末考 6.23下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622717,617
关于2023-2024学年第二学期《高等数学A（中）》、《高等数学B（下）》、《高等数学C（下）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13563.htm,【教学运行】,2024-06-12,2302 高等数学A（中）期末考 6.23下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622719,665
关于转发《关于举办第十四届海峡两岸信息服务创新大赛暨福建省第十八届计算机软件设计大赛的通知》的通知,https://jwch.fzu.edu.cn/../info/1039/13560.htm,【实践科】,2024-06-11,闽工信联软件〔2024〕41号福建省工业和信息化厅等八部门关于举办第十四届海峡两岸信息服务创新大赛暨福建省第十八届计算机软件设计大赛的通知.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622014,925
关于公布第三十期本科生科研训练计划立项项目的通知,https://jwch.fzu.edu.cn/../info/1039/13559.htm,【实践科】,2024-06-07,附件1：福州大学2024年国家级、省级大学生创新创业训练计划推荐立项项目汇总表 .doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14622146,3757
关于公布第三十期本科生科研训练计划立项项目的通知,https://jwch.fzu.edu.cn/../info/1039/13559.htm,【实践科】,2024-06-07,附件2：福州大学第30期本科生科研训练计划立项项目汇总表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14621349,8839
关于组织申报福建省新文科教育研究中心第二批高校新文科建设优秀案例的通知,https://jwch.fzu.edu.cn/../info/1037/13555.htm,【教研教改】,2024-06-05,,,
福州大学关于公布2022级数理综合班 专业分流学生名单及学科导师名单的通知,https://jwch.fzu.edu.cn/../info/1037/13554.htm,【教研教改】,2024-06-05,,,
福州大学关于公布2022级数理金融 实验班学生主辅修专业及导师名单的通知,https://jwch.fzu.edu.cn/../info/1037/13553.htm,【教研教改】,2024-06-05,,,
关于2024-2025学年第一学期修读辅修专业学生名单的公示,https://jwch.fzu.edu.cn/../info/1038/13548.htm,【计划科】,2024-06-05,,,
关于举办福州大学第五十三场“教学有道” 研讨活动的通知,https://jwch.fzu.edu.cn/../info/1040/13547.htm,【质量办】,2024-06-05,,,
关于做好2024-2025学年第一学期教材选用及征订工作的通知（更新）,https://jwch.fzu.edu.cn/../info/1042/13546.htm,【教材中心】,2024-06-04,附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2024年05月，共计116种）.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620416,853
关于做好2024-2025学年第一学期教材选用及征订工作的通知（更新）,https://jwch.fzu.edu.cn/../info/1042/13546.htm,【教材中心】,2024-06-04,附件2：全国大中专教学用书目录(2024秋季).xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620417,957
关于2023-2024学年第二学期《马克思主义基本原理》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13545.htm,【教学运行】,2024-06-04,2302  马克思主义基本原理 期末考试.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620411,706
关于2023-2024学年第二学期《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13544.htm,【教学运行】,2024-06-04,2302 毛泽东思想和中国特色社会主义理论体系概论  期末考.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620410,633
福州大学关于推荐新一届教育部高等学校教学指导委员会专家的通知,https://jwch.fzu.edu.cn/../info/1012/13538.htm,【教学通知】,2024-05-30,附件4：推荐委员信息一览表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14619035,713
福州大学关于推荐新一届教育部高等学校教学指导委员会专家的通知,https://jwch.fzu.edu.cn/../info/1012/13538.htm,【教学通知】,2024-05-30,附件2：专家推荐信息表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14619038,569
福州大学关于推荐新一届教育部高等学校教学指导委员会专家的通知,https://jwch.fzu.edu.cn/../info/1012/13538.htm,【教学通知】,2024-05-30,附件1：教育部办公厅关于推荐新一届教指委委员的通知.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14619036,467
福州大学关于推荐新一届教育部高等学校教学指导委员会专家的通知,https://jwch.fzu.edu.cn/../info/1012/13538.htm,【教学通知】,2024-05-30,附件3：推荐委员汇总表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14619037,477
关于2024年端午放假课程调整的通知,https://jwch.fzu.edu.cn/../info/1036/13536.htm,【教学运行】,2024-05-30,,,
关于2023-2024学年第二学期《工程制图（C）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13533.htm,【教学运行】,2024-05-29,2302 工程制图C（下）期末考试 6.16下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14618057,606
关于2023-2024学年第二学期《思想道德与法治》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13532.htm,【教学运行】,2024-05-29,2302 德法 期末考.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14618055,657
关于2023-2024学年第二学期《概率论与数理统计》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13531.htm,【教学运行】,2024-05-27,2302 概率期末考 6.2下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14615348,678
关于2023-2024学年第二学期《中国近现代史纲要》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13530.htm,【教学运行】,2024-05-24,2302 近现代 期末考试.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613665,830
关于2023-2024学年第二学期《线性代数》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13529.htm,【教学运行】,2024-05-24,2302 线性代数期末考 6.2下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613663,692
关于公布2024年本科生创新创业实践与素质拓展学分认定结果的通知,https://jwch.fzu.edu.cn/../info/1039/13525.htm,【实践科】,2024-05-22,附件：福州大学本科生创新创业实践与素质拓展学分认定汇总表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613260,2684
福州大学关于开展优秀拔尖创新人才培养案例征集的通知,https://jwch.fzu.edu.cn/../info/1037/13524.htm,【教研教改】,2024-05-22,附件1：福建省教育厅办公室关于开展高校优秀拔尖创新人才培养案例研究工作的通知.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613252,735
福州大学关于开展优秀拔尖创新人才培养案例征集的通知,https://jwch.fzu.edu.cn/../info/1037/13524.htm,【教研教改】,2024-05-22,附件2：案例撰写格式.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613251,625
福州大学关于开展优秀拔尖创新人才培养案例征集的通知,https://jwch.fzu.edu.cn/../info/1037/13524.htm,【教研教改】,2024-05-22,附件4：案例汇总表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613254,609
福州大学关于开展优秀拔尖创新人才培养案例征集的通知,https://jwch.fzu.edu.cn/../info/1037/13524.htm,【教研教改】,2024-05-22,附件3：案例申报表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14613253,567
福州大学关于开展第八届远志创业实验班招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/13513.htm,【教研教改】,2024-05-17,附件1：福州大学第八届远志创业实验班招生简章.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14612014,1519
福州大学关于开展第八届远志创业实验班招生工作的通知,https://jwch.fzu.edu.cn/../info/1037/13513.htm,【教研教改】,2024-05-17,附件2：远志创业实验班修读申请表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14612015,822
关于2023-2024学年第二学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13501.htm,【教学运行】,2024-05-15,2302习概论期末考试.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14611555,766
关于2025届预计毕业生核对电子注册学历信息的通知,https://jwch.fzu.edu.cn/../info/1036/13497.htm,【教学运行】,2024-05-15,,,
关于2023-2024学年第二学期计算机语言类课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13491.htm,【教学运行】,2024-05-15,2302计算机语言课期末考试6.1.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14611191,831
关于公布第十届桥梁设计大赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/13481.htm,【实践科】,2024-05-11,,,
关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,https://jwch.fzu.edu.cn/../info/1039/13479.htm,【实践科】,2024-05-10,国创省创结题附件.zip,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14608195,1296
关于做好第二十八期、二十九期本科生科研训练计划项目结题工作的通知,https://jwch.fzu.edu.cn/../info/1039/13478.htm,【实践科】,2024-05-10,,,
关于举办福州大学第五十二场“教学有道” 研讨活动的通知,https://jwch.fzu.edu.cn/../info/1042/13477.htm,【教材中心】,2024-05-09,,,
关于2023-2024学年第二学期再次开放本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,https://jwch.fzu.edu.cn/../info/1035/13475.htm,【综合科】,2024-05-08,,,
2023-2024学年第二学期在校学生申请辅修专业的通知,https://jwch.fzu.edu.cn/../info/1038/13473.htm,【计划科】,2024-05-07,,,
关于组织申报2024-2025学年第一学期通识教育选修课的通知,https://jwch.fzu.edu.cn/../info/1038/13472.htm,【计划科】,2024-05-06,,,
关于公布第四届福州大学大学生先进成图技术与产品信息建模创新大赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/13470.htm,【实践科】,2024-04-30,,,
福州大学关于公布第二十一届程序设计竞赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/13469.htm,【实践科】,2024-04-30,,,
关于开展2024年拟出版本科教材审核工作的通知,https://jwch.fzu.edu.cn/../info/1042/13417.htm,【教材中心】,2024-04-29,附件1：福州大学教材管理实施细则（试行）.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620223,782
关于开展2024年拟出版本科教材审核工作的通知,https://jwch.fzu.edu.cn/../info/1042/13417.htm,【教材中心】,2024-04-29,附件2：福州大学本科教材编写人员汇总表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620221,634
关于开展2024年拟出版本科教材审核工作的通知,https://jwch.fzu.edu.cn/../info/1042/13417.htm,【教材中心】,2024-04-29,附件3：福州大学本科教材编写人员审核表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14918142,489
关于开展2024年拟出版本科教材审核工作的通知,https://jwch.fzu.edu.cn/../info/1042/13417.htm,【教材中心】,2024-04-29,附件4：福州大学本科教材校外编写人员审核表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620634,604
关于开展2024年拟出版本科教材审核工作的通知,https://jwch.fzu.edu.cn/../info/1042/13417.htm,【教材中心】,2024-04-29,附件5：福州大学本科教材编写审核表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620225,711
关于开展2024年拟出版本科教材审核工作的通知,https://jwch.fzu.edu.cn/../info/1042/13417.htm,【教材中心】,2024-04-29,附件6：2024年福州大学拟出版教材汇总表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14620226,604
关于对2024届本科毕业设计（论文）试行AIGC检测的通知,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=13415,【实践科】,2024-04-28,,,
关于2023-2024学年第二学期《工程制图E》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13414.htm,【教学运行】,2024-04-28,2302 工程制图E期末考试 5.12上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14604454,700
关于公布福州大学第十四届大学生节能减排社会实践与科技竞赛暨第十届材料创新、设计及应用竞赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/13413.htm,【实践科】,2024-04-26,,,
关于开展2024届本科毕业设计（论文）抽检送审工作的通知,https://jwch.fzu.edu.cn/../info/1039/13411.htm,【实践科】,2024-04-26,附件2：2024届福州大学本科毕业设计（论文）抽检情况汇总表.xls,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14604109,3193
关于开展2024届本科毕业设计（论文）抽检送审工作的通知,https://jwch.fzu.edu.cn/../info/1039/13411.htm,【实践科】,2024-04-26,附件1：福建省本科毕业论文（设计）抽检评议要素（试行）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14604108,2643
关于举办福州大学第五十一场“教学有道”  研讨活动的通知,https://jwch.fzu.edu.cn/../info/1040/13410.htm,【质量办】,2024-04-26,,,
关于2024年五一劳动节放假课程调整的通知,https://jwch.fzu.edu.cn/../info/1036/13409.htm,【教学运行】,2024-04-26,,,
关于举办福州大学第五十场“教学有道”  研讨活动的通知,https://jwch.fzu.edu.cn/../info/1040/13408.htm,【质量办】,2024-04-24,,,
关于2023-2024-02学期体育理论课安排的通知,https://jwch.fzu.edu.cn/../info/1036/13406.htm,【教学运行】,2024-04-24,,,
关于举办2024年福州大学第二十四届数学竞赛的通知,https://jwch.fzu.edu.cn/../info/1039/13405.htm,【实践科】,2024-04-23,附件3：福州大学第二十四届数学竞赛大纲.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14602578,2733
福州大学关于公布第八届网络信息安全竞赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1039/13403.htm,【实践科】,2024-04-22,,,
关于举办福州大学第六届大学生机器人竞赛的通知,https://jwch.fzu.edu.cn/../info/1039/13397.htm,【实践科】,2024-04-19,附件.zip,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14601554,753
关于举办福州大学第十八届数学建模竞赛的通知,https://jwch.fzu.edu.cn/../info/1039/13396.htm,【实践科】,2024-04-19,,,
关于举办福州大学第二十一届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,https://jwch.fzu.edu.cn/../info/1039/13391.htm,【实践科】,2024-04-17,,,
关于举办福州大学第四十九场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/../info/1040/13390.htm,【质量办】,2024-04-17,,,
关于第61届中国高等教育博览会的参会指南,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13378,【综合科】,2024-04-12,,,
关于召开2024版本科人才培养方案修订工作专题会议的通知,https://jwch.fzu.edu.cn/../info/1038/13379.htm,【计划科】,2024-04-11,,,
关于对2024届本科毕业设计（论文）进行查重检测的通知,https://jwch.fzu.edu.cn/../info/1039/13375.htm,【实践科】,2024-04-10,附件：维普论文检测系统查重标准及格式报告说明.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14592996,8259
关于2024届预计毕业生补拍电子注册学历照片的通知,https://jwch.fzu.edu.cn/../info/1036/13374.htm,【教学运行】,2024-04-10,附件2：获得图像采集码途径.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14592958,844
关于2024届预计毕业生补拍电子注册学历照片的通知,https://jwch.fzu.edu.cn/../info/1036/13374.htm,【教学运行】,2024-04-10,附件1：行政北楼平面图.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14592957,676
关于开展2023年新上岗教师课堂授课达标考核的通知,https://jwch.fzu.edu.cn/../info/1040/13353.htm,【质量办】,2024-04-08,附件1：2023年福州大学新上岗教师教学达标培训班名单汇总表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14592375,908
关于开展2023年新上岗教师课堂授课达标考核的通知,https://jwch.fzu.edu.cn/../info/1040/13353.htm,【质量办】,2024-04-08,附件2：2023年新上岗教师课堂授课达标考核情况汇总表-学院一式三份报教务处.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14592376,688
关于2023-2024学年第二学期《线性代数》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13352.htm,【教学运行】,2024-04-07,2302线代半期考4.27上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14591952,799
关于2023-2024学年第二学期《大学物理A（上）》、《大学物理B（上）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13351.htm,【教学运行】,2024-04-07,2302大物半期考4.21下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14591958,825
关于2023-2024学年第二学期《概率论与数理统计》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13349.htm,【教学运行】,2024-04-03,2302概率半期考4.14下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14591439,709
关于2023-2024学年第二学期《高等数学A（中）》、《高等数学B（下）》、《高等数学C（下）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13348.htm,【教学运行】,2024-04-03,2302高数半期考4.14上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14591438,946
关于组织教师参加第61届中国高等教育博览会的通知,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13347,【综合科】,2024-04-02,,,
关于2024年清明节放假课程调整的通知,https://jwch.fzu.edu.cn/../info/1036/13343.htm,【教学运行】,2024-04-01,,,
关于举办福州大学第十五届企业经营模拟沙盘对抗赛的通知,https://jwch.fzu.edu.cn/../info/1039/13335.htm,【实践科】,2024-03-27,附件：福州大学第十五届企业经营模拟沙盘对抗赛报名表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589204,981
